"feature","method","group1","group2","p_values","adj_method","p_adjust","description"
"K00197","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0123555362623309,"BH",0.0264565218134046,"cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]"
"K00198","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.103342264491362,"BH",0.160000126948089,"cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]"
"K00200","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.38443014516354e-05,"BH",0.000184670144623154,"fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]"
"K00201","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.61257483424176e-05,"BH",0.000155464662051474,"fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]"
"K00202","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.24238504511544e-05,"BH",0.000179294863483209,"fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]"
"K00203","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.560337959292043,"BH",0.612826220257645,"fwdD, fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]"
"K00205","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.552321639367994,"BH",0.606630900822559,"fwdF, fmdF; 4Fe-4S ferredoxin"
"K00207","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.313606064888781,"BH",0.401639636038512,"DPYD; dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]"
"K00208","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.38314277875749,"BH",0.465091722558146,"fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]"
"K00209","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00108421307242597,"BH",0.00304381131954987,"fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]"
"K00210","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.18847217512574e-05,"BH",0.000250099886427192,NA
"K00211","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00864096636664955,"BH",0.0192723151981782,"TYR1; prephenate dehydrogenase (NADP+) [EC:1.3.1.13]"
"K00213","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.329472464930395,"BH",0.41621358754209,"DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]"
"K00214","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00035208198100396,"BH",0.00112996133220799,"BLVRA, bvdR; biliverdin reductase [EC:1.3.1.24]"
"K00215","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.98860582790183e-05,"BH",0.000346859212190443,"dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]"
"K00216","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.84169718826047e-07,"BH",1.06753775669307e-05,"entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]"
"K00217","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.68775827048053e-06,"BH",1.35769614951771e-05,"E1.3.1.32; maleylacetate reductase [EC:1.3.1.32]"
"K00218","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000359288329598344,"BH",0.0011486943042091,"por; protochlorophyllide reductase [EC:1.3.1.33]"
"K00219","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.130443837917625,"BH",0.195285097563013,"fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]"
"K00220","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00938277202979983,"BH",0.0206871890326437,"tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]"
"K00222","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.296323812494182,"BH",0.384097983920193,"TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]"
"K00226","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0365750554806467,"BH",0.0673201613531774,"pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]"
"K00227","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0220064601191061,"BH",0.043384617555648,"SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]"
"K00228","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.174463834492002,"BH",0.249661874102434,"CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]"
"K00230","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000482637947390163,"BH",0.0014791809048909,"hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]"
"K00231","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.11791600734611e-06,"BH",1.10674494224736e-05,"PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]"
"K00232","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.60352959076412,"BH",0.647935340787361,"E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]"
"K00239","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0587041084835415,"BH",0.100816803314531,"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
"K00240","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00357708624719668,"BH",0.00874882346541557,"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
"K00241","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.102560593145198,"BH",0.159070723707446,"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"
"K00242","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0564175977957409,"BH",0.0975602342586629,"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit"
"K00243","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.169811144261373,"BH",0.243897254369313,"K00243; uncharacterized protein"
"K00244","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.1352706175059e-06,"BH",1.1142440690984e-05,"frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]"
"K00245","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.502336395881065,"BH",0.567847291624181,"frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]"
"K00246","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.241786903448114,"BH",0.323993976667903,"frdC; fumarate reductase subunit C"
"K00247","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.692789377402804,"BH",0.725031871390932,"frdD; fumarate reductase subunit D"
"K00248","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.24930069244081,"BH",0.332174161100356,"ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]"
"K00249","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.056246947121324,"BH",0.0973304975373677,"ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]"
"K00252","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.714656846442706,"BH",0.745148903125517,"GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]"
"K00253","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0894963426389701,"BH",0.143194148222352,"IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]"
"K00254","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.14153678137754,"BH",0.209153791071523,"DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]"
"K00255","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.42794710720691e-05,"BH",0.000148312952056117,"ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]"
"K00256","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.721050134235067,"BH",0.750700383434499,NA
"K00257","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0786630235899774,"BH",0.128954539391148,"mbtN, fadE14; acyl-ACP dehydrogenase [EC:1.3.99.-]"
"K00259","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.73951901943996,"BH",0.766833828880025,"ald; alanine dehydrogenase [EC:1.4.1.1]"
"K00260","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.61952933552968e-05,"BH",0.00011726982670387,"gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]"
"K00261","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00111067299311206,"BH",0.00310979339787591,"GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]"
"K00262","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.53283268638463e-05,"BH",0.000189984330129524,"E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"K00263","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0144712330135129,"BH",0.0301142614552128,"E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]"
"K00264","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.382935468459421,"BH",0.464881346543882,"GLT1; glutamate synthase (NADH) [EC:1.4.1.14]"
"K00265","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0754194040040263,"BH",0.124608349431184,"gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]"
"K00266","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.42564562118564e-05,"BH",0.000360166089806736,"gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]"
"K00270","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.406498833278595,"BH",0.486495171669831,"pdh; phenylalanine dehydrogenase [EC:1.4.1.20]"
"K00271","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.06174257538886e-06,"BH",1.08145997016245e-05,"vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23]"
"K00273","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.20353453739086,"BH",0.28273970688964,"DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]"
"K00274","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00168100739380596,"BH",0.00451971152175322,"MAO, aofH; monoamine oxidase [EC:1.4.3.4]"
"K00275","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.262882844896902,"BH",0.347259348350768,"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"
"K00276","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0741158818694636,"BH",0.122781090139259,"AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]"
"K00278","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.00871948478138e-05,"BH",9.3311718868032e-05,"nadB; L-aspartate oxidase [EC:1.4.3.16]"
"K00281","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0558683033660316,"BH",0.0967610138865448,"GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]"
"K00282","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.73070890249104e-06,"BH",2.44399866386476e-05,"gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]"
"K00283","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.91280322678442e-06,"BH",2.53534813822732e-05,"gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]"
"K00284","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.34380306989092e-05,"BH",0.000255637266473202,"GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]"
"K00285","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.1163545606505e-05,"BH",0.000247551212413303,"dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]"
"K00286","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.59008102017986e-05,"BH",0.0001162178789232,"proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]"
"K00287","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.23537866190589,"BH",0.31772509435995,"DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"
"K00290","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00139118254549969,"BH",0.00381243691362431,"LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]"
"K00293","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.7695240329829e-05,"BH",8.43547161050982e-05,"LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]"
"K00294","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0408780139397334,"BH",0.0743360489667012,"E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]"
"K00297","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.8413600778743e-05,"BH",0.000125881642853848,"metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"
"K00299","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.93568876160701e-05,"BH",0.000129556929466401,"ssuE; FMN reductase [EC:1.5.1.38]"
"K00301","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.163840914081578,"BH",0.236290398451829,"E1.5.3.1; sarcosine oxidase [EC:1.5.3.1]"
"K00302","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00516685604626833,"BH",0.0121753284840711,"soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]"
"K00303","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00146168287654423,"BH",0.00398884796169915,"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]"
"K00304","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00121406612704909,"BH",0.00337029687086602,"soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]"
"K00305","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000532039087273352,"BH",0.00161001292633937,"soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]"
"K00311","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0457053122577646,"BH",0.0815135702045601,"ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]"
"K00313","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.94320695547793e-06,"BH",1.51123580746839e-05,"fixC; electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]"
"K00315","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000555648060955859,"BH",0.00167146761042651,"DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]"
"K00316","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.332349041217301,"BH",0.41863608729712,"spdH; spermidine dehydrogenase [EC:1.5.99.6]"
"K00317","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0309961586963226,"BH",0.0583637903451483,"dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]"
"K00318","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.41269052505567e-06,"BH",1.19815786963779e-05,"PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]"
"K00319","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.560408588793047,"BH",0.612854441367665,"mtd; methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]"
"K00320","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.43275814738144,"BH",0.507868617253137,"mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]"
"K00322","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.282767692687115,"BH",0.369386575044738,"sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]"
"K00324","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0419687841806003,"BH",0.075889064583675,"pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]"
"K00325","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0639798337791479,"BH",0.10870901169647,"pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]"
"K00326","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.654808109596401,"BH",0.692974415543153,"E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]"
"K00329","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.48522390168685e-07,"BH",1.06342951481985e-05,NA
"K00330","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00230558278110532,"BH",0.00586891226648145,"nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]"
"K00331","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00232541782130882,"BH",0.00591389740567972,"nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]"
"K00332","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00205760131106914,"BH",0.00539331386597723,"nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]"
"K00333","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00222937481088957,"BH",0.00573569878053649,"nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]"
"K00334","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00178030334471593,"BH",0.00474469928439692,"nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]"
"K00335","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00264392318976763,"BH",0.00664113868280415,"nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]"
"K00336","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.6505950390951e-05,"BH",0.000194502708395559,"nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]"
"K00337","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00169958164757888,"BH",0.00456068307864543,"nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]"
"K00338","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0015375935273596,"BH",0.00417599894836323,"nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]"
"K00339","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00188049565157253,"BH",0.00496622301493135,"nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]"
"K00340","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00184882656802516,"BH",0.00489772463438094,"nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]"
"K00341","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.018334652003075,"BH",0.0369449317886576,"nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]"
"K00342","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0186595087613801,"BH",0.0375441948175995,"nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]"
"K00343","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00289453117432358,"BH",0.00722022080192518,"nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]"
"K00344","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0930756481441049,"BH",0.147403018814572,"qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]"
"K00346","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.246360148733563,"BH",0.329052091004834,"nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]"
"K00347","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.199791024540096,"BH",0.278899620942637,"nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]"
"K00348","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.211414388953971,"BH",0.291694621388152,"nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]"
"K00349","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.212724400489244,"BH",0.293064087413236,"nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]"
"K00350","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.207199594490889,"BH",0.286811061646192,"nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]"
"K00351","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.221713518042541,"BH",0.302914681590649,"nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]"
"K00354","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.340260789168446,"BH",0.42573858419612,"E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]"
"K00355","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.190736371284115,"BH",0.26872914964926,"NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"K00356","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0992822993394654,"BH",0.154882199517249,NA
"K00360","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0266804351187948,"BH",0.0512396276083947,"nasB; assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]"
"K00362","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0226241202188446,"BH",0.0443783316545256,"nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]"
"K00363","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",7.76671681944893e-06,"BH",4.37702194375539e-05,"nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]"
"K00364","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.097691248924704,"BH",0.152923603766722,"E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]"
"K00365","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.57452094235276e-06,"BH",1.29993057511153e-05,"uaZ; urate oxidase [EC:1.7.3.3]"
"K00366","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.21095031298771e-06,"BH",1.14383822415107e-05,"nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]"
"K00367","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000412825253936058,"BH",0.00128451226031265,"narB; ferredoxin-nitrate reductase [EC:1.7.7.2]"
"K00368","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.38289078107332e-07,"BH",1.05491763275985e-05,"nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]"
"K00370","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.38289078107332e-07,"BH",1.05491763275985e-05,"narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"
"K00371","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.38289078107332e-07,"BH",1.05491763275985e-05,"narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]"
